14307,"(0,)",Hello .,"[Hello/UH, ./.]",(ROOT (INTJ (UH Hello) (. .)))
14307,"(14,)",You 're always dopey aren 't you ?,"[You/PRP, 're/VBP, always/RB, dopey/JJ, aren/NNP, 't/PRP, you/PRP, ?/.]",(ROOT (S (NP (PRP You)) (VP (VBP 're) (ADVP (RB always)) (NP (NP (JJ dopey) (NNP aren)) (NP (NP (PRP 't)) (NP (PRP you))))) (. ?)))
14307,"(15,)",Eh ?,"[Eh/UH, ?/.]",(ROOT (INTJ (UH Eh) (. ?)))
14307,"(16,)",Oh she ,"[Oh/UH, she/PRP]",(ROOT (INTJ (UH Oh) (PRP she)))
14307,"(17,)","Suppose she 's nice cos she 's handier , don 't have to bend down ,","[Suppose/VB, she/PRP, 's/VBZ, nice/JJ, cos/NN, she/PRP, 's/VBZ, handier/JJR, ,/,, don/NNP, 't/PRP, have/VBP, to/TO, bend/VB, down/RP, ,/,]","(ROOT (S (VP (VB Suppose) (SBAR (S (NP (PRP she)) (VP (VBZ 's) (NP (NP (JJ nice) (NN cos)) (SBAR (S (NP (PRP she)) (VBZ 's) (NP (NP (JJR handier)) (, ,) (NP (NP (NNP don)) (SBAR (S (NP (PRP 't)) (VP (VBP have) (S (VP (TO to) (VP (VB bend) (PRT (RP down))))))))) (, ,)))))))))))"
14307,"(18,)",That 's right .,"[That/DT, 's/VBZ, right/NN, ./.]",(ROOT (S (NP (DT That)) (VP (VBZ 's) (NP (NN right))) (. .)))
14307,"(19,)",Yes .,"[Yes/UH, ./.]",(ROOT (INTJ (UH Yes) (. .)))
14307,"(20,)",Sally !,"[Sally/NNP, !/.]",(ROOT (FRAG (NP (NNP Sally)) (. !)))
14307,"(21,)",Now stop it .,"[Now/RB, stop/VB, it/PRP, ./.]",(ROOT (S (ADVP (RB Now)) (VP (VB stop) (NP (PRP it))) (. .)))
14307,"(22, 23)",Gosh  end of the walk .,"[Gosh/NNP, end/NNP, of/IN, the/DT, walk/NN, ./.]",(ROOT (NP (NP (NNP Gosh) (NNP end)) (PP (IN of) (NP (DT the) (NN walk))) (. .)))
14307,"(24,)",You should be tired .,"[You/PRP, should/MD, be/VB, tired/JJ, ./.]",(ROOT (S (NP (PRP You)) (VP (MD should) (VP (VB be) (ADJP (JJ tired)))) (. .)))
14307,"(25,)",Ah .,"[Ah/NN, ./.]",(ROOT (INTJ (NN Ah) (. .)))
14307,"(26,)",Well I 'll have to have it if I want to throw it .,"[Well/RB, I/PRP, 'll/MD, have/VB, to/TO, have/VB, it/PRP, if/IN, I/PRP, want/VBP, to/TO, throw/VB, it/PRP, ./.]",(ROOT (S (ADVP (RB Well)) (NP (PRP I)) (VP (MD 'll) (VP (VB have) (S (VP (TO to) (VP (VB have) (NP (PRP it)) (SBAR (IN if) (S (NP (PRP I)) (VP (VBP want) (S (VP (TO to) (VP (VB throw) (NP (PRP it))))))))))))) (. .)))
14307,"(27, 28)",No she  this is what she does .,"[No/DT, she/PRP, this/DT, is/VBZ, what/WP, she/PRP, does/VBZ, ./.]",(ROOT (S (NP (DT No) (PRP she)) (NP (DT this)) (VP (VBZ is) (SBAR (WHNP (WP what)) (S (NP (PRP she)) (VP (VBZ does))))) (. .)))
14307,"(29,)",She wants you to chase her .,"[She/PRP, wants/VBZ, you/PRP, to/TO, chase/VB, her/PRP, ./.]",(ROOT (S (NP (PRP She)) (VP (VBZ wants) (S (NP (PRP you)) (VP (TO to) (VP (VB chase) (NP (PRP her)))))) (. .)))
14307,"(30,)",I can 't chase you I 'm far too old .,"[I/PRP, can/MD, 't/PRP, chase/VB, you/PRP, I/PRP, 'm/VBP, far/RB, too/RB, old/JJ, ./.]",(ROOT (S (NP (PRP I)) (PRN (SINV (MD can) (NP (PRP 't)) (VP (VB chase) (NP (PRP you))))) (NP (PRP I)) (VP (VBP 'm) (ADJP (RB far) (RB too) (JJ old))) (. .)))
14307,"(31, 32)",Ha  got it .,"[Ha/NNP, got/VBD, it/PRP, ./.]",(ROOT (S (NP (NNP Ha)) (VP (VBD got) (NP (PRP it))) (. .)))
14307,"(33,)", about three sticks on the way round so when we get here I 've got one to throw .,"[about/IN, three/CD, sticks/NNS, on/IN, the/DT, way/NN, round/NN, so/RB, when/WRB, we/PRP, get/VBP, here/RB, I/PRP, 've/VBP, got/VBD, one/CD, to/TO, throw/VB, ./.]",(ROOT (S (ADVP (ADVP (IN about) (NP (CD three) (NNS sticks)) (PP (IN on) (NP (DT the) (NN way) (NN round)) (ADVP (RB so)))) (SBAR (WHADVP (WRB when)) (S (NP (PRP we)) (VP (VBP get) (ADVP (RB here)))))) (NP (PRP I)) (VP (VBP 've) (VP (VBD got) (NP (CD one)) (S (VP (TO to) (VP (VB throw)))))) (. .)))
14307,"(34,)",As she brings up one I 've got another one to throw and she drops what she 's got .,"[As/IN, she/PRP, brings/VBZ, up/RP, one/CD, I/PRP, 've/VBP, got/VBD, another/DT, one/CD, to/TO, throw/VB, and/CC, she/PRP, drops/VBZ, what/WP, she/PRP, 's/VBZ, got/VBN, ./.]",(ROOT (S (S (SBAR (IN As) (S (NP (PRP she)) (VP (VBZ brings) (PRT (RP up)) (NP (CD one))))) (NP (PRP I)) (VP (VBP 've) (VP (VBD got) (S (NP (DT another) (CD one)) (VP (TO to) (VP (VB throw))))))) (CC and) (S (NP (PRP she)) (VP (VBZ drops) (SBAR (WHNP (WP what)) (S (NP (PRP she)) (VP (VBZ 's) (VP (VBN got))))))) (. .)))
14307,"(35,)",And this is how we 're going   .,"[And/CC, this/DT, is/VBZ, how/WRB, we/PRP, 're/VBP, going/VBG, ./.]",(ROOT (S (CC And) (NP (DT this)) (VP (VBZ is) (SBAR (WHADVP (WRB how)) (S (NP (PRP we)) (VP (VBP 're) (VP (VBG going)))))) (. .)))
14307,"(36,)",She 's been playing with the   .,"[She/PRP, 's/VBZ, been/VBN, playing/VBG, with/IN, the/DT, ./.]",(ROOT (S (NP (PRP She)) (VP (VBZ 's) (VP (VBN been) (VP (VBG playing) (PP (IN with) (NP (DT the)))))) (. .)))
14307,"(37,)",I thought well that 's good,"[I/PRP, thought/VBD, well/RB, that/DT, 's/VBZ, good/JJ]",(ROOT (S (NP (PRP I)) (VP (VBD thought) (ADVP (RB well)) (SBAR (S (NP (DT that)) (VP (VBZ 's) (ADJP (JJ good))))))))
14307,"(38,)",Yes .,"[Yes/UH, ./.]",(ROOT (INTJ (UH Yes) (. .)))
14307,"(39, 40)",she doesn 't need the extra  belting around .,"[she/PRP, doesn/VBZ, 't/PRP, need/VB, the/DT, extra/JJ, belting/VBG, around/RB, ./.]",(ROOT (S (NP (PRP she)) (VP (VBZ doesn) (S (NP (PRP 't)) (VP (VB need) (NP (NP (DT the) (JJ extra)) (VP (VBG belting) (ADVP (RB around))))))) (. .)))
14307,"(41,)",Are you limping ?,"[Are/VBP, you/PRP, limping/VBG, ?/.]",(ROOT (SQ (VBP Are) (NP (PRP you)) (VP (VBG limping)) (. ?)))
14307,"(42, 43)",Erm  my arthritis is playing me up this week .,"[Erm/VB, my/PRP$, arthritis/NN, is/VBZ, playing/VBG, me/PRP, up/RP, this/DT, week/NN, ./.]",(ROOT (S (VP (VB Erm) (SBAR (S (NP (PRP$ my) (NN arthritis)) (VP (VBZ is) (VP (VBG playing) (NP (PRP me)) (PP (RP up)) (NP (DT this) (NN week))))))) (. .)))
14307,"(44,)",Ooh .,"[Ooh/NNP, ./.]",(ROOT (FRAG (NP (NNP Ooh)) (. .)))
14307,"(45,)",Don 't know why .,"[Don/NNP, 't/PRP, know/VBP, why/WRB, ./.]",(ROOT (S (NP (NNP Don) (PRP 't)) (VP (VBP know) (VP (FRAG (WHADVP (WRB why))))) (. .)))
14307,"(46, 47)",Whether  what 's caused it .,"[Whether/IN, what/WP, 's/VBZ, caused/VBN, it/PRP, ./.]",(ROOT (FRAG (SBAR (IN Whether) (S (NP (WP what)) (VP (VBZ 's) (VP (VBN caused) (NP (PRP it)))))) (. .)))
14307,"(48,)",Cold ?,"[Cold/NNP, ?/.]",(ROOT (FRAG (NP (NNP Cold)) (. ?)))
14307,"(49,)",A chill ?,"[A/DT, chill/NN, ?/.]",(ROOT (NP (DT A) (NN chill) (. ?)))
14307,"(50,)",My other knee got bad all of a sudden .,"[My/PRP$, other/JJ, knee/NN, got/VBD, bad/JJ, all/DT, of/IN, a/DT, sudden/JJ, ./.]",(ROOT (S (NP (PRP$ My) (JJ other) (NN knee)) (VP (VBD got) (S (ADJP (JJ bad)) (NP (NP (DT all)) (PP (IN of) (NP (DT a) (JJ sudden)))))) (. .)))
14307,"(51,)",I mean I only had one bad knee but then this time I got two .,"[I/PRP, mean/VBP, I/PRP, only/RB, had/VBD, one/CD, bad/JJ, knee/NN, but/CC, then/RB, this/DT, time/NN, I/PRP, got/VBD, two/CD, ./.]",(ROOT (S (S (NP (PRP I)) (VP (VBP mean) (SBAR (S (NP (PRP I)) (ADVP (RB only)) (VP (VBD had) (NP (CD one) (JJ bad) (NN knee))))))) (CC but) (S (NP (ADVP (RB then)) (DT this) (NN time)) (NP (PRP I)) (VP (VBD got) (NP (CD two)))) (. .)))
14307,"(52,)",Oh that 's rough .,"[Oh/UH, that/DT, 's/VBZ, rough/JJ, ./.]",(ROOT (S (S (INTJ (UH Oh)) (NP (DT that)) (VP (VBZ 's) (ADJP (JJ rough)))) (. .)))
14307,"(53,)", It is   .,"[It/PRP, is/VBZ, ./.]",(ROOT (S (NP (PRP It)) (VP (VBZ is)) (. .)))
14307,"(54,)",Sal !,"[Sal/NNP, !/.]",(ROOT (FRAG (NP (NNP Sal)) (. !)))
14307,"(55,)", Sally   .,"[Sally/NNP, ./.]",(ROOT (FRAG (NP (NNP Sally)) (. .)))
14307,"(56,)",You do not  ,"[You/PRP, do/VBP, not/RB]",(ROOT (S (NP (PRP You)) (VP (VBP do) (RB not))))
14307,"(57,)",I 'll squeeze your paws .,"[I/PRP, 'll/MD, squeeze/VB, your/PRP$, paws/NNS, ./.]",(ROOT (S (NP (PRP I)) (VP (MD 'll) (VP (VB squeeze) (NP (PRP$ your) (NNS paws)))) (. .)))
14307,"(58,)",I will .,"[I/PRP, will/MD, ./.]",(ROOT (S (NP (PRP I)) (VP (MD will)) (. .)))
14307,"(59,)",I 'll squeeze your paws .,"[I/PRP, 'll/MD, squeeze/VB, your/PRP$, paws/NNS, ./.]",(ROOT (S (NP (PRP I)) (VP (MD 'll) (VP (VB squeeze) (NP (PRP$ your) (NNS paws)))) (. .)))
14307,"(60,)",Now I keep trying that with you .,"[Now/RB, I/PRP, keep/VB, trying/VBG, that/IN, with/IN, you/PRP, ./.]",(ROOT (S (NP (RB Now) (PRP I)) (VP (VB keep) (VP (VBG trying) (IN that) (PP (IN with) (NP (PRP you))))) (. .)))
14307,"(61, 62)",oops      Might be the weather .,"[oops/UH, Might/MD, be/VB, the/DT, weather/NN, ./.]",(ROOT (S (INTJ (UH oops)) (MD Might) (VP (VB be) (NP (DT the) (NN weather))) (. .)))
14307,"(63,)",I don 't know .,"[I/PRP, don/VBP, 't/PRP, know/VB, ./.]",(ROOT (S (NP (PRP I)) (VP (VBP don) (S (NP (PRP 't)) (VP (VB know)))) (. .)))
14307,"(64,)",Have you strained ?,"[Have/VB, you/PRP, strained/VBN, ?/.]",(ROOT (SQ (VP (VB Have) (S (NP (PRP you)) (ADJP (VBN strained)))) (. ?)))
14307,"(65,)",I did   gardening .,"[I/PRP, did/VBD, gardening/NN, ./.]",(ROOT (S (NP (PRP I)) (VP (VBD did) (NP (NN gardening))) (. .)))
14307,"(66,)",Oh .,"[Oh/UH, ./.]",(ROOT (INTJ (UH Oh) (. .)))
14307,"(67,)",Digging .,"[Digging/NN, ./.]",(ROOT (NP (NN Digging) (. .)))
14307,"(68,)",Could have been that .,"[Could/MD, have/VB, been/VBN, that/IN, ./.]",(ROOT (S (VP (MD Could) (VP (VB have) (VP (VBN been) (ADJP (IN that))))) (. .)))
14307,"(69,)",Yes .,"[Yes/UH, ./.]",(ROOT (INTJ (UH Yes) (. .)))
14307,"(70,)",Finds your weakest spots doesn 't it ?,"[Finds/VBZ, your/PRP$, weakest/JJS, spots/NNS, doesn/VBP, 't/PRP, it/PRP, ?/.]",(ROOT (S (S (VP (VBZ Finds) (NP (PRP$ your) (JJS weakest) (NNS spots)))) (VP (VBP doesn) (S (NP (PRP 't)) (NP (PRP it)))) (. ?)))
14307,"(71,)",It sure does .,"[It/PRP, sure/RB, does/VBZ, ./.]",(ROOT (S (NP (PRP It)) (ADVP (RB sure)) (VP (VBZ does)) (. .)))
14307,"(72,)",I 'm not supposed to dig .,"[I/PRP, 'm/VBP, not/RB, supposed/VBN, to/TO, dig/VB, ./.]",(ROOT (S (NP (PRP I)) (VP (VBP 'm) (RB not) (VP (VBN supposed) (S (VP (TO to) (VP (VB dig)))))) (. .)))
14307,"(73,)",Aren 't you ?,"[Aren/NNP, 't/PRP, you/PRP, ?/.]",(ROOT (NP (NP (NNP Aren)) (NP (NP (PRP 't)) (NP (PRP you))) (. ?)))
14307,"(74,)",Not really no .,"[Not/RB, really/RB, no/DT, ./.]",(ROOT (FRAG (RB Not) (RB really) (NP (DT no)) (. .)))
14307,"(75,)",Cos it aggravates the hip .,"[Cos/NN, it/PRP, aggravates/VBZ, the/DT, hip/NN, ./.]",(ROOT (S (NP (NN Cos)) (NP (PRP it)) (VP (VBZ aggravates) (NP (DT the) (NN hip))) (. .)))
14307,"(76,)",Yes .,"[Yes/UH, ./.]",(ROOT (INTJ (UH Yes) (. .)))
14307,"(77,)", what annoys me cos I love gardening .,"[what/WDT, annoys/VBZ, me/PRP, cos/NN, I/PRP, love/VBP, gardening/NN, ./.]",(ROOT (S (NP (WDT what)) (VP (VBZ annoys) (NP (PRP me)) (NP (NP (NN cos)) (SBAR (S (NP (PRP I)) (VP (VBP love) (NP (NN gardening))))))) (. .)))
14307,"(78,)","I used to do , well I , I still do all , all the gardening that gets done .","[I/PRP, used/VBD, to/TO, do/VB, ,/,, well/RB, I/PRP, ,/,, I/PRP, still/RB, do/VBP, all/DT, ,/,, all/PDT, the/DT, gardening/NN, that/WDT, gets/VBZ, done/VBN, ./.]","(ROOT (S (NP (PRP I)) (VP (VBD used) (S (S (VP (TO to) (VP (VB do)))) (, ,) (ADVP (RB well)) (NP (PRP I)) (, ,) (NP (PRP I)) (ADVP (RB still)) (VP (VBP do) (NP (NP (DT all)) (, ,) (NP (NP (PDT all) (DT the) (NN gardening)) (SBAR (WHNP (WDT that)) (S (VP (VBZ gets) (ADJP (VBN done)))))))))) (. .)))"
14307,"(79,)",I used to spend hours gardening .,"[I/PRP, used/VBD, to/TO, spend/VB, hours/NNS, gardening/NN, ./.]",(ROOT (S (NP (PRP I)) (VP (VBD used) (S (VP (TO to) (VP (VB spend) (NP (NNS hours) (NN gardening)))))) (. .)))
14307,"(80,)",That 's what I like .,"[That/DT, 's/VBZ, what/WP, I/PRP, like/VBP, ./.]",(ROOT (S (NP (DT That)) (VP (VBZ 's) (SBAR (WHNP (WP what)) (S (NP (PRP I)) (VP (VBP like))))) (. .)))
14307,"(81,)",You go out there and you don 't realize how long you 've been out there .,"[You/PRP, go/VBP, out/IN, there/RB, and/CC, you/PRP, don/VBP, 't/PRP, realize/VB, how/WRB, long/JJ, you/PRP, 've/VBP, been/VBN, out/IN, there/RB, ./.]",(ROOT (S (S (NP (PRP You)) (VP (VBP go) (PP (IN out) (NP (RB there))))) (CC and) (S (NP (PRP you)) (VP (VBP don) (S (NP (PRP 't)) (VP (VB realize) (SBAR (WHADVP (WRB how) (JJ long)) (S (NP (PRP you)) (VP (VBP 've) (VP (VBN been) (PP (IN out) (NP (RB there))))))))))) (. .)))
14307,"(82,)",No .,"[No/DT, ./.]",(ROOT (FRAG (NP (DT No)) (. .)))
14307,"(83,)",No you don 't .,"[No/DT, you/PRP, don/VBP, 't/PRP, ./.]",(ROOT (S (NP (DT No) (PRP you)) (VP (VBP don) (NP (PRP 't))) (. .)))
14307,"(84,)",I don 't do so much now .,"[I/PRP, don/VBP, 't/PRP, do/VB, so/RB, much/RB, now/RB, ./.]",(ROOT (S (NP (PRP I)) (VP (VBP don) (S (NP (PRP 't)) (VP (VB do) (ADVP (RB so) (RB much) (RB now))))) (. .)))
14307,"(85,)",I 'm more a fair weather gardener .,"[I/PRP, 'm/VBP, more/JJR, a/DT, fair/JJ, weather/NN, gardener/NN, ./.]",(ROOT (S (NP (PRP I)) (VP (VBP 'm) (ADVP (JJR more)) (NP (DT a) (JJ fair) (NN weather) (NN gardener))) (. .)))
14307,"(86,)",Well I keep going out there trying to   keep the leaves down .,"[Well/RB, I/PRP, keep/VBP, going/VBG, out/IN, there/RB, trying/VBG, to/TO, keep/VB, the/DT, leaves/NNS, down/RB, ./.]",(ROOT (S (ADVP (RB Well)) (NP (PRP I)) (VP (VBP keep) (S (VP (VBG going) (PP (IN out) (S (ADVP (RB there)) (VP (VBG trying) (S (VP (TO to) (VP (VB keep) (NP (DT the) (NNS leaves)) (ADVP (RB down))))))))))) (. .)))
14307,"(87,)",That 's impossible round here .,"[That/DT, 's/VBZ, impossible/JJ, round/NN, here/RB, ./.]",(ROOT (S (NP (DT That)) (VP (VBZ 's) (NP (ADJP (JJ impossible)) (NN round)) (ADVP (RB here))) (. .)))
14307,"(88, 89)","Well we 've got an oak out the front  and I 've swept , I 've got two bags   .","[Well/RB, we/PRP, 've/VBP, got/VBD, an/DT, oak/NN, out/IN, the/DT, front/NN, and/CC, I/PRP, 've/VBP, swept/VBN, ,/,, I/PRP, 've/VBP, got/VBD, two/CD, bags/NNS, ./.]","(ROOT (S (S (S (INTJ (RB Well)) (NP (PRP we)) (VP (VBP 've) (VP (VBD got) (NP (DT an) (NN oak)) (PP (IN out) (NP (DT the) (NN front)))))) (CC and) (S (NP (PRP I)) (VP (VBP 've) (VP (VBN swept))))) (, ,) (NP (PRP I)) (VP (VBP 've) (VP (VBD got) (NP (CD two) (NNS bags)))) (. .)))"
14307,"(90,)",Oh I can imagine .,"[Oh/UH, I/PRP, can/MD, imagine/VB, ./.]",(ROOT (S (S (INTJ (UH Oh)) (NP (PRP I)) (VP (MD can) (VP (VB imagine)))) (. .)))
14307,"(91, 92)",The rest I 've put in the gutter  off the path and of course the wind 's blown them all back off again .,"[The/DT, rest/NN, I/PRP, 've/VBP, put/VBN, in/IN, the/DT, gutter/NN, off/IN, the/DT, path/NN, and/CC, of/IN, course/NN, the/DT, wind/NN, 's/POS, blown/VBN, them/PRP, all/DT, back/RP, off/RP, again/RB, ./.]",(ROOT (S (NP (DT The) (NN rest)) (NP (PRP I)) (VP (VBP 've) (VP (VBN put) (PP (IN in) (NP (NP (DT the) (NN gutter)) (PP (PP (IN off) (NP (DT the) (NN path))) (CC and) (PP (IN of) (NP (NP (NN course)) (NP (DT the) (NN wind) (POS 's))))) (VP (VBN blown) (NP (PRP them)) (ADVP (DT all) (RP back)) (ADVP (RP off)) (ADVP (RB again))))))) (. .)))
14307,"(93,)",Yes .,"[Yes/UH, ./.]",(ROOT (INTJ (UH Yes) (. .)))
14307,"(94,)",Yes .,"[Yes/UH, ./.]",(ROOT (INTJ (UH Yes) (. .)))
14307,"(95, 96)",It 's funny whichever way the wind blows  my back door and my front door both get covered with leaves .,"[It/PRP, 's/VBZ, funny/JJ, whichever/WDT, way/NN, the/DT, wind/NN, blows/NNS, my/PRP$, back/NN, door/NN, and/CC, my/PRP$, front/JJ, door/NN, both/CC, get/VBP, covered/VBN, with/IN, leaves/NNS, ./.]",(ROOT (S (NP (PRP It)) (VP (VBZ 's) (ADJP (JJ funny)) (SBAR (WHNP (WDT whichever)) (S (NP (NP (NN way)) (NP (DT the) (NN wind) (NNS blows)) (NP (NP (PRP$ my) (NN back) (NN door)) (CC and) (NP (PRP$ my) (JJ front) (NN door)))) (ADVP (CC both)) (VP (VBP get) (VP (VBN covered) (PP (IN with) (NP (NNS leaves)))))))) (. .)))
14307,"(97,)",Yeah .,"[Yeah/UH, ./.]",(ROOT (INTJ (UH Yeah) (. .)))
14307,"(98,)",I want,"[I/PRP, want/VBP]",(ROOT (S (NP (PRP I)) (VP (VBP want))))
14307,"(99,)",It 's magic .,"[It/PRP, 's/VBZ, magic/JJ, ./.]",(ROOT (S (NP (PRP It)) (VP (VBZ 's) (ADJP (JJ magic))) (. .)))
14307,"(100, 101)","really a continuous , strongish wind  to blow in one direction for quite a few hours .","[really/RB, a/DT, continuous/JJ, ,/,, strongish/JJ, wind/NN, to/TO, blow/VB, in/IN, one/CD, direction/NN, for/IN, quite/RB, a/DT, few/JJ, hours/NNS, ./.]","(ROOT (FRAG (ADVP (RB really)) (NP (NP (DT a) (JJ continuous) (, ,) (JJ strongish) (NN wind)) (SBAR (S (VP (TO to) (VP (VB blow) (PP (IN in) (NP (NP (CD one) (NN direction)) (PP (IN for) (NP (RB quite) (DT a) (JJ few) (NNS hours)))))))))) (. .)))"
14307,"(102,)",It may blow them all into one spot .,"[It/PRP, may/MD, blow/VB, them/PRP, all/DT, into/IN, one/CD, spot/NN, ./.]",(ROOT (S (NP (PRP It)) (VP (MD may) (VP (VB blow) (NP (PRP them)) (PP (DT all) (IN into) (NP (CD one) (NN spot))))) (. .)))
14307,"(103,)",Yes .,"[Yes/UH, ./.]",(ROOT (INTJ (UH Yes) (. .)))
14307,"(104,)",Never happens like that though does it ?,"[Never/RB, happens/VBZ, like/IN, that/DT, though/IN, does/VBZ, it/PRP, ?/.]",(ROOT (SINV (ADVP (RB Never)) (VP (VBZ happens) (PP (IN like) (NP (DT that)))) (SBAR (IN though) (S (VP (VBZ does) (NP (PRP it))))) (. ?)))
14307,"(105,)",We 've got one corner of the garden out the front and if the wind 's in the right direction it neatly puts them all together .,"[We/PRP, 've/VBP, got/VBD, one/CD, corner/NN, of/IN, the/DT, garden/NN, out/IN, the/DT, front/NN, and/CC, if/IN, the/DT, wind/NN, 's/POS, in/IN, the/DT, right/JJ, direction/NN, it/PRP, neatly/RB, puts/VBZ, them/PRP, all/DT, together/RB, ./.]",(ROOT (S (NP (PRP We)) (VP (VBP 've) (VP (VBD got) (NP (NP (CD one) (NN corner)) (PP (IN of) (NP (NP (DT the) (NN garden)) (PP (PP (IN out) (NP (DT the) (NN front))) (CC and) (PP (IN if) (NP (NP (DT the) (NN wind) (POS 's)) (PP (IN in) (NP (DT the) (JJ right) (NN direction)))))))) (SBAR (S (NP (PRP it)) (ADVP (RB neatly)) (VP (VBZ puts) (NP (PRP them)) (ADVP (DT all) (RB together)))))))) (. .)))
14307,"(106,)",Oh that 's ,"[Oh/UH, that/DT, 's/VBZ]",(ROOT (SINV (UH Oh) (NP (DT that)) (VP (VBZ 's))))
14307,"(107,)",Cos the wall stops them .,"[Cos/NNP, the/NNP, wall/NNP, stops/VBZ, them/PRP, ./.]",(ROOT (S (NP (NNP Cos) (NNP the) (NNP wall)) (VP (VBZ stops) (NP (PRP them))) (. .)))
14307,"(108,)",And they 're much easier to pick up that way .,"[And/CC, they/PRP, 're/VBP, much/RB, easier/JJR, to/TO, pick/VB, up/RP, that/DT, way/NN, ./.]",(ROOT (S (CC And) (NP (PRP they)) (VP (VBP 're) (ADJP (RB much) (JJR easier) (S (VP (TO to) (VP (VB pick) (PRT (RP up)) (NP (DT that) (NN way))))))) (. .)))
14307,"(109,)",That 's right .,"[That/DT, 's/VBZ, right/NN, ./.]",(ROOT (S (NP (DT That)) (VP (VBZ 's) (NP (NN right))) (. .)))
14307,"(110,)",  .,[./.],(ROOT (NP (. .)))
14307,"(111,)","But she 's still got a load of leaves on her , the old oak .","[But/CC, she/PRP, 's/VBZ, still/RB, got/VBN, a/DT, load/NN, of/IN, leaves/NNS, on/IN, her/PRP, ,/,, the/DT, old/JJ, oak/NN, ./.]","(ROOT (S (CC But) (NP (PRP she)) (VP (VBZ 's) (ADVP (RB still)) (VP (VBN got) (NP (NP (DT a) (NN load)) (PP (IN of) (NP (NNS leaves)))) (PP (IN on) (NP (NP (PRP her)) (, ,) (NP (DT the) (JJ old) (NN oak)))))) (. .)))"
14307,"(112,)",There 's still a lot more to come .,"[There/EX, 's/VBZ, still/RB, a/DT, lot/NN, more/JJR, to/TO, come/VB, ./.]",(ROOT (S (NP (EX There)) (VP (VBZ 's) (ADVP (RB still)) (ADJP (NP (DT a) (NN lot)) (JJR more)) (S (VP (TO to) (VP (VB come))))) (. .)))
14307,"(113,)",Yes .,"[Yes/UH, ./.]",(ROOT (INTJ (UH Yes) (. .)))
14307,"(114,)",Oh yes there are .,"[Oh/UH, yes/UH, there/EX, are/VBP, ./.]",(ROOT (S (S (INTJ (UH Oh) (UH yes)) (NP (EX there)) (VP (VBP are))) (. .)))
